Position: [0.0, 0.0, 99.997275], Rotation: [1.5, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.1635], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 80.65300834161054], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -4.216956536849969], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26611
Position: [0.0, 0.0, 80.58000073266304], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -4.173604511849969], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26515
Position: [0.0, 0.0, 80.50771565746554], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -4.1304078118499685], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.2642
Position: [0.0, 0.0, 80.43615052726804], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -4.087364801849969], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26326
Position: [0.0, 0.0, 80.36530278057054], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -4.044475481849968], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26232
Position: [0.0, 0.0, 80.29516985587304], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -4.001736581849968], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.2614
Position: [0.0, 0.0, 80.22574924617554], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.9591464668499685], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26049
Position: [0.0, 0.0, 80.15703847172804], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.9167051368499686], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.25958
Position: [0.0, 0.0, 80.08903505278055], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.8744093218499684], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.25869
Position: [0.0, 0.0, 80.02173656408304], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.8322590218499686], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.2578
Position: [0.0, 0.0, 79.95514058038555], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.8542056268499687], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.86577
Position: [0.0, 0.0, 79.88817881993805], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.8762616133499685], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.865101
Position: [0.0, 0.0, 79.82084945971555], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.8984276353499685], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.864428
Position: [0.0, 0.0, 79.75315066579304], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.9207043468499685], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.863751
Position: [0.0, 0.0, 79.68508059334555], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.9430922383499687], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.863071
Position: [0.0, 0.0, 79.61663738937305], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.965592127349969], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.862386
Position: [0.0, 0.0, 79.54781918725055], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.988204504349969], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.861698
Position: [0.0, 0.0, 79.47862411217805], Rotation: [360.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -4.010929859849969], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.861007
Position: [0.0, 0.0, 79.40905028118055], Rotation: [362.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.918030794849969], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.56819
Position: [0.0, 0.0, 79.34102476793305], Rotation: [363.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.8250107398499686], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.56893
Position: [0.0, 0.0, 79.27454958893556], Rotation: [365.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.7318729648499684], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.56965
Position: [0.0, 0.0, 79.20962670618806], Rotation: [366.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.6386191048499685], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57036
Position: [0.0, 0.0, 79.14625805444057], Rotation: [368.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.5452540648499684], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57104
Position: [0.0, 0.0, 79.08444548669307], Rotation: [369.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.4517794798499684], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57171
Position: [0.0, 0.0, 79.02419082869557], Rotation: [371.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.358196984849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57237
Position: [0.0, 0.0, 78.96549587894806], Rotation: [372.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.264509849849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57301
Position: [0.0, 0.0, 78.90836238145056], Rotation: [374.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.170721344849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57363
Position: [0.0, 0.0, 78.85279202570305], Rotation: [375.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -3.076833104849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57424
Position: [0.0, 0.0, 78.79878647395556], Rotation: [377.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.982850034849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57482
Position: [0.0, 0.0, 78.74634730670806], Rotation: [378.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.888772134849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5754
Position: [0.0, 0.0, 78.69547610446057], Rotation: [380.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.794604309849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57595
Position: [0.0, 0.0, 78.64617436596306], Rotation: [381.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.700348194849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57649
Position: [0.0, 0.0, 78.59844356271556], Rotation: [383.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.606007059849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57701
Position: [0.0, 0.0, 78.55228511171806], Rotation: [384.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.511582539849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57752
Position: [0.0, 0.0, 78.50770040272056], Rotation: [386.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.417077904849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57801
Position: [0.0, 0.0, 78.46469077097306], Rotation: [387.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.322496424849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57848
Position: [0.0, 0.0, 78.42325749722556], Rotation: [389.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.2278397348499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57894
Position: [0.0, 0.0, 78.38340183497806], Rotation: [390.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.1331111048499682], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57938
Position: [0.0, 0.0, 78.34512498323056], Rotation: [392.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -2.038313804849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5798
Position: [0.0, 0.0, 78.30842808648306], Rotation: [393.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.943451104849968], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5802
Position: [0.0, 0.0, 78.27331223473556], Rotation: [395.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.8485246398499682], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58059
Position: [0.0, 0.0, 78.23977849073806], Rotation: [396.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.7535376798499682], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58096
Position: [0.0, 0.0, 78.20782786274056], Rotation: [398.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.6584918598499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58132
Position: [0.0, 0.0, 78.17746133174306], Rotation: [399.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.5633904498499682], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58166
Position: [0.0, 0.0, 78.14867982424556], Rotation: [401.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.4682367198499682], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58198
Position: [0.0, 0.0, 78.12148421224806], Rotation: [402.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.3730339398499682], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58228
Position: [0.0, 0.0, 78.09587531325056], Rotation: [404.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.2777837448499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58257
Position: [0.0, 0.0, 78.07185391750306], Rotation: [405.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.1824894048499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58284
Position: [0.0, 0.0, 78.04942076075557], Rotation: [407.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -1.0871525548499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5831
Position: [0.0, 0.0, 78.02857655150807], Rotation: [408.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.9917764648499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58334
Position: [0.0, 0.0, 78.00932194376057], Rotation: [410.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.8963644048499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58356
Position: [0.0, 0.0, 77.99165753701307], Rotation: [411.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.8009196448499682], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58376
Position: [0.0, 0.0, 77.97558387626557], Rotation: [413.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.7054438198499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58395
Position: [0.0, 0.0, 77.96110147926808], Rotation: [414.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.6099401998499683], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58412
Position: [0.0, 0.0, 77.94821080927058], Rotation: [416.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.5144120548499682], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58427
Position: [0.0, 0.0, 77.93691227502308], Rotation: [417.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.41886101984996815], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58441
Position: [0.0, 0.0, 77.92720625802558], Rotation: [419.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.3232903648499681], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58453
Position: [0.0, 0.0, 77.91909308527808], Rotation: [420.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.22770335984996812], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58463
Position: [0.0, 0.0, 77.91257302928058], Rotation: [422.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.13210163984996814], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58472
Position: [0.0, 0.0, 77.90764633528308], Rotation: [423.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -0.03648847484996817], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58479
Position: [0.0, 0.0, 77.90431319403558], Rotation: [425.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.059132865150031855], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58484
Position: [0.0, 0.0, 77.90257374178807], Rotation: [426.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.15475911015003183], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58487
Position: [0.0, 0.0, 77.90242806029057], Rotation: [428.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.2503886251500318], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58489
Position: [0.0, 0.0, 77.90387620404307], Rotation: [429.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.34601814015003174], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58489
Position: [0.0, 0.0, 77.90691817304557], Rotation: [431.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.44164602015003174], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58488
Position: [0.0, 0.0, 77.91155394004807], Rotation: [432.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.5372689951500318], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58485
Position: [0.0, 0.0, 77.91778342330056], Rotation: [434.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.6328837951500318], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5848
Position: [0.0, 0.0, 77.92560648655306], Rotation: [435.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.7284871501500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58473
Position: [0.0, 0.0, 77.93502293905557], Rotation: [437.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.8240774251500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58465
Position: [0.0, 0.0, 77.94603256280807], Rotation: [438.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.9196513501500316], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58455
Position: [0.0, 0.0, 77.95863508531058], Rotation: [440.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.0152056551500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58443
Position: [0.0, 0.0, 77.97283017956308], Rotation: [441.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.1107387051500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5843
Position: [0.0, 0.0, 77.98861749131558], Rotation: [443.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.2062472301500318], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58415
Position: [0.0, 0.0, 78.00599661181808], Rotation: [444.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.3017279601500318], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58398
Position: [0.0, 0.0, 78.02496707782058], Rotation: [446.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.3971792601500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5838
Position: [0.0, 0.0, 78.04552839882308], Rotation: [447.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.4925978601500316], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5836
Position: [0.0, 0.0, 78.06768002982558], Rotation: [449.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.5879804901500316], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58338
Position: [0.0, 0.0, 78.09142137132808], Rotation: [450.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.6833238801500316], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58314
Position: [0.0, 0.0, 78.11675176933058], Rotation: [452.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.7786263951500316], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58289
Position: [0.0, 0.0, 78.14367054258308], Rotation: [453.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.8738847651500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58262
Position: [0.0, 0.0, 78.17217695533559], Rotation: [455.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 1.9690973551500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58234
Position: [0.0, 0.0, 78.20227024458809], Rotation: [456.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.064260895150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58204
Position: [0.0, 0.0, 78.23394959284059], Rotation: [458.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.159372115150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58172
Position: [0.0, 0.0, 78.26721412809309], Rotation: [459.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.254427745150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58138
Position: [0.0, 0.0, 78.30206292384558], Rotation: [461.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.349426150150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58103
Position: [0.0, 0.0, 78.33849502634808], Rotation: [462.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.4443640601500323], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58066
Position: [0.0, 0.0, 78.37650942735058], Rotation: [464.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.539238205150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58027
Position: [0.0, 0.0, 78.41610506410308], Rotation: [465.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.634046950150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57987
Position: [0.0, 0.0, 78.45728084660558], Rotation: [467.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.728787025150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57945
Position: [0.0, 0.0, 78.50003563035808], Rotation: [468.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.823455160150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57901
Position: [0.0, 0.0, 78.54436821636058], Rotation: [470.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 2.918049720150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57856
Position: [0.0, 0.0, 78.59027737836308], Rotation: [471.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.012567435150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57809
Position: [0.0, 0.0, 78.63776183561558], Rotation: [473.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.1070066701500316], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57761
Position: [0.0, 0.0, 78.68682028011808], Rotation: [474.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.2013625201500315], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.5771
Position: [0.0, 0.0, 78.73745132212059], Rotation: [476.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.2956333501500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57658
Position: [0.0, 0.0, 78.78965354462309], Rotation: [477.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.3898175251500318], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57605
Position: [0.0, 0.0, 78.8434255033756], Rotation: [479.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.483910140150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57549
Position: [0.0, 0.0, 78.8987656723781], Rotation: [480.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.5779095601500317], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57492
Position: [0.0, 0.0, 78.95567249838061], Rotation: [482.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.671814150150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57434
Position: [0.0, 0.0, 79.01414440088311], Rotation: [483.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.765619005150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57373
Position: [0.0, 0.0, 79.07417971763562], Rotation: [485.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.859322490150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57311
Position: [0.0, 0.0, 79.13577675913811], Rotation: [486.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 3.952922970150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57248
Position: [0.0, 0.0, 79.19893380864062], Rotation: [488.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.046417175150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57183
Position: [0.0, 0.0, 79.26364909489313], Rotation: [489.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.139801835150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57116
Position: [0.0, 0.0, 79.32992079214563], Rotation: [491.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.233073680150032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.57047
Position: [0.0, 0.0, 79.39774702014813], Rotation: [492.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.326231075150033], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.56977
Position: [0.0, 0.0, 79.46712587140063], Rotation: [494.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.419270750150033], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.56905
Position: [0.0, 0.0, 79.53805538390313], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.512191070150033], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.56832
Position: [0.0, 0.0, 79.61053356840563], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.489449691650033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.860909
Position: [0.0, 0.0, 79.68263272993313], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.466827341150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.861637
Position: [0.0, 0.0, 79.75435485228563], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.444323364650033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.862361
Position: [0.0, 0.0, 79.82570190836313], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.421937271650033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.863082
Position: [0.0, 0.0, 79.89667586289063], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.399668571650033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.8638
Position: [0.0, 0.0, 79.96727867241813], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.377516447150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.864513
Position: [0.0, 0.0, 80.03751227987063], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.355480407650034], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.865223
Position: [0.0, 0.0, 80.10737861999813], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.333559799150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.865929
Position: [0.0, 0.0, 80.17687961665062], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.375749339150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.25804
Position: [0.0, 0.0, 80.24708377230313], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.4180876641500335], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.25895
Position: [0.0, 0.0, 80.31799356670562], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.460574774150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.25986
Position: [0.0, 0.0, 80.38961147960812], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.503212304150034], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26078
Position: [0.0, 0.0, 80.46194001801062], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.546003524150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26172
Position: [0.0, 0.0, 80.53498174341313], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.5889484341500335], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26266
Position: [0.0, 0.0, 80.60873921731563], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.632048669150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26361
Position: [0.0, 0.0, 80.68321502846813], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.675305864150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26457
Position: [0.0, 0.0, 80.75841179287063], Rotation: [495.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 4.718721654150033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.26554
