Position: [0.0, 0.0, 99.997275], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -0.1635], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 96.38665], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.338500000000002], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 96.24495], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.502000000000002], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 96.100525], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.665500000000003], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 95.95337500000001], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.829000000000004], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 95.80350000000001], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.992500000000005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 95.65090000000001], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -9.156000000000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 95.495575], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -9.055486740000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.61476
Position: [0.0, 0.0, 95.341925221], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.955831855000007], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.60951
Position: [0.0, 0.0, 95.18993635675], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.857027170000007], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.60431
Position: [0.0, 0.0, 95.03959423725], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.759061240000007], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.59918
Position: [0.0, 0.0, 94.89088488325], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.661925890000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.5941
Position: [0.0, 0.0, 94.74379445174999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.565612945000007], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.58907
Position: [0.0, 0.0, 94.59830923599999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.470112595000007], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.5841
Position: [0.0, 0.0, 94.45441569274999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.375416665000007], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.57918
Position: [0.0, 0.0, 94.31210041499999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.281515345000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.57432
Position: [0.0, 0.0, 94.17135015924998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.188400460000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.56951
Position: [0.0, 0.0, 94.03215181824999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.096063835000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.56475
Position: [0.0, 0.0, 93.89449242099998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.004495660000005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.56005
Position: [0.0, 0.0, 93.75835915999998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.9136877600000055], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.5554
Position: [0.0, 0.0, 93.62373936399999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.821804030000005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.56198
Position: [0.0, 0.0, 93.49065096349999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.730899665000005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.55599
Position: [0.0, 0.0, 93.35907763574998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.640963220000005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.55007
Position: [0.0, 0.0, 93.22900324874999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.5519832500000055], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.54422
Position: [0.0, 0.0, 93.10041186125], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.463949945000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.53843
Position: [0.0, 0.0, 92.97328769549999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.376851860000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.53271
Position: [0.0, 0.0, 92.84761516449998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.290677550000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.52706
Position: [0.0, 0.0, 92.72337887199998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.205418840000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.52146
Position: [0.0, 0.0, 92.60056355799999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.121062650000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 1.51594
Position: [0.0, 0.0, 92.47915418049999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.185748645500006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.604367
Position: [0.0, 0.0, 92.35666670307499], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.250946886500006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.601234
Position: [0.0, 0.0, 92.2330925883], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.316661624000005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.598075
Position: [0.0, 0.0, 92.10842322789999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.382897599500005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.594887
Position: [0.0, 0.0, 91.982649934575], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.449659391000005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.591671
Position: [0.0, 0.0, 91.855763944725], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.516951576500006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.588427
Position: [0.0, 0.0, 91.72775641845], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.584779061000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.585153
Position: [0.0, 0.0, 91.5986184341], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.653146586000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.58185
Position: [0.0, 0.0, 91.468340991], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.7220585660000065], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.57852
Position: [0.0, 0.0, 91.3369150149], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -7.8855585660000065], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 91.2027640388], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.049058566000006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 91.0658880627], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.212558566000007], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 90.9262870866], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.376058566000008], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 90.7839611105], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.539558566000009], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 90.6389101344], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.70305856600001], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 90.4911341583], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -8.86655856600001], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 90.3406331822], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -9.030058566000012], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 90.18740720609999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -9.193558566000013], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 90.03145622999999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -9.357058566000013], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 89.87278025389999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -9.520558566000014], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 89.71137927779999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -9.684058566000015], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 89.5472533017], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -9.847558566000016], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 89.3804023256], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -10.011058566000017], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 89.2108263495], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -10.174558566000018], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 89.03852537339999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -10.338058566000019], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 88.86349939729999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -10.50155856600002], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 88.68574842119999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -10.66505856600002], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 88.50527244509999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -10.828558566000021], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 88.322071469], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -10.992058566000022], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 88.1361454929], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -11.155558566000023], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 87.94749451679999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -11.319058566000024], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 87.75611854069999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -11.482558566000025], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 87.56201756459998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -11.646058566000026], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 87.36519158849998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -11.809558566000026], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 87.16564061239998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -11.973058566000027], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 86.96336463629999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -12.136558566000028], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 86.75836366019999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -12.300058566000029], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 86.5506376841], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -12.46355856600003], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 86.34018670799999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -12.62705856600003], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 86.12701073189999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -12.790558566000032], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 85.91110975579998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -12.954058566000032], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 85.69248377969998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -13.117558566000033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 85.47113280359999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -13.281058566000034], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 85.24705682749999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -13.444558566000035], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 85.0202558514], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -13.608058566000036], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 84.79072987529999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -13.771558566000037], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 84.55847889919998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -13.935058566000038], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 84.32350292309998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -14.098558566000039], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 84.08580194699998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -14.26205856600004], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 83.84537597089998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -14.42555856600004], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 83.60222499479998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -14.589058566000041], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 83.35634901869999], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -14.752558566000042], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 83.10774804259998], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -14.916058566000043], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 82.85642206649997], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -15.079558566000044], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 82.60237109039997], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -15.243058566000045], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 82.34559511429997], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -15.406558566000045], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 82.08609413819997], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -15.570058566000046], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 81.82386816209997], Rotation: [0.0, 0.0, 5.252082561510538], Velocity: [0.0, 0.0, -15.733558566000047], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
