Position: [0.0, 0.0, 99.997275], Rotation: [1.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -0.1635], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.991825], Rotation: [3.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -0.327], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.98365000000001], Rotation: [4.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -0.49050000000000005], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.97275], Rotation: [6.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -0.654], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.959125], Rotation: [7.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -0.8175], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.942775], Rotation: [9.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -0.981], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.9237], Rotation: [10.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -1.1445], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.9019], Rotation: [12.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -1.308], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.877375], Rotation: [13.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -1.4715], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.850125], Rotation: [15.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -1.635], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.82015000000001], Rotation: [16.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -1.7985], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.78745], Rotation: [18.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -1.962], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.752025], Rotation: [19.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -2.1255], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.713875], Rotation: [21.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -2.289], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.673], Rotation: [22.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -2.4525], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.6294], Rotation: [24.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -2.616], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.58307500000001], Rotation: [25.5, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -2.7795], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.53402500000001], Rotation: [27.0, 0.0, 6.031606094854084], Velocity: [0.0, 0.0, -2.943], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 0.0
